chunk_0000.wav|ín dio zi nho, um Indiozinho, um Indiozinho, dois indiozinhos|ín dio zi nho, um Indiozinho, um Indiozinho, dois indiozinhos
chunk_0146.wav|o mundo bem mais alegre e divertido muito bem Nina e para você aprender mais vamos escutar a musiquinha ABC|o mundo bem mais alegre e divertido muito bem Nina e para você aprender mais vamos escutar a musiquinha ABC
chunk_0147.wav|muito divertido aprender Mili Mili Beijos para vocês que dia lindo ótimo dia para brincar com os amiguinhos|muito divertido aprender Mili Mili Beijos para vocês que dia lindo ótimo dia para brincar com os amiguinhos
chunk_0148.wav|Que tal brincar de pique esconde hoje pique-esconde Oba é uma das minhas brincadeiras favoritas|Que tal brincar de pique esconde hoje pique-esconde Oba é uma das minhas brincadeiras favoritas
chunk_0149.wav|você sabe que eu não sou tão bom em me esconder conto você não é Tai não se preocupe Juba vamos nos divertir de qualquer jeito|você sabe que eu não sou tão bom em me esconder conto você não é Tai não se preocupe Juba vamos nos divertir de qualquer jeito
chunk_0150.wav|podemos contar com a ajuda dos nossos amiguinhos não é mesmo amiguinhos isso mesmo Pessoal vocês vão nos ajudar a encontrar|podemos contar com a ajuda dos nossos amiguinhos não é mesmo amiguinhos isso mesmo Pessoal vocês vão nos ajudar a encontrar
chunk_0151.wav|outro escondido prontos para mais uma diversão Eba Eu estou tão animada Então vamos lá eu me escondo|outro escondido prontos para mais uma diversão Eba Eu estou tão animada Então vamos lá eu me escondo
chunk_0152.wav|lá vou eu e agora amiguinhos onde será que a Tai vai se esconder dessa vez será que vão me encontrar aqui|lá vou eu e agora amiguinhos onde será que a Tai vai se esconder dessa vez será que vão me encontrar aqui
chunk_0153.wav|onde será que ela está Ela se esconde tão bem mal posso imaginar onde ela está vocês|onde será que ela está Ela se esconde tão bem mal posso imaginar onde ela está vocês
chunk_0154.wav|muito bem Vocês me acharam isso mesmo vocês foram muito bem|muito bem Vocês me acharam isso mesmo vocês foram muito bem
chunk_0155.wav|Morei a minha vez Vamos ver se consigo me esconder tão bem quanto a Tai Essa vai ser fácil demais vocês consegue|Morei a minha vez Vamos ver se consigo me esconder tão bem quanto a Tai Essa vai ser fácil demais vocês consegue
chunk_0156.wav|Ribeiro jubaí parece que o Juba não é muito bom nisso não é mesmo Isso foi muito divertido|Ribeiro jubaí parece que o Juba não é muito bom nisso não é mesmo Isso foi muito divertido
chunk_0157.wav|mesmo juba e que tal a gente jogar o jogo de achar junto com nossos mil amigos de casa vai ser o show mais divertido de|mesmo juba e que tal a gente jogar o jogo de achar junto com nossos mil amigos de casa vai ser o show mais divertido de
chunk_0158.wav|todos os tempos vamos mostrar algumas fotos dos nossos mini amigos e você vai ter que nos ajudar a encontrar a giramille você|todos os tempos vamos mostrar algumas fotos dos nossos mini amigos e você vai ter que nos ajudar a encontrar a giramille você
chunk_0159.wav|pegue a chave ele daí essa está difícil isso mesmo Aí está ela muito|pegue a chave ele daí essa está difícil isso mesmo Aí está ela muito
chunk_0160.wav|e agora Alguém consegue encontrar irado vocês são ótimos em jogos de encontrar|e agora Alguém consegue encontrar irado vocês são ótimos em jogos de encontrar
chunk_0161.wav|surpresa Juba nossos milho e amigos acertaram todas Parabéns turminha eu gosto muito dessa brincadeira|surpresa Juba nossos milho e amigos acertaram todas Parabéns turminha eu gosto muito dessa brincadeira
chunk_0162.wav|foi muito divertido vocês também gostaram amiguinhos então não se esqueçam brincar é sempre mais divertido quando|foi muito divertido vocês também gostaram amiguinhos então não se esqueçam brincar é sempre mais divertido quando
chunk_0163.wav|isso aí juba e em falar em pique-esconde eu lembrei da musiquinha gira a Mili Cadê você Que tal assistirmos junto|isso aí juba e em falar em pique-esconde eu lembrei da musiquinha gira a Mili Cadê você Que tal assistirmos junto
chunk_0164.wav|vai ser muito legal vamos nessa Thai ou não olhem uma tartaruguinha presa|vai ser muito legal vamos nessa Thai ou não olhem uma tartaruguinha presa
chunk_0165.wav|não está certo vou ajudá-la Ei amiguinha eu vou te ajudar esse lixo não era para estar aí mas não se preocupe vamos|não está certo vou ajudá-la Ei amiguinha eu vou te ajudar esse lixo não era para estar aí mas não se preocupe vamos
chunk_0166.wav|resolver isso e ensinar nossos melhores amigos o Porquê Devemos jogar o lixo no lugar certo uma sacola plástica na praia|resolver isso e ensinar nossos melhores amigos o Porquê Devemos jogar o lixo no lugar certo uma sacola plástica na praia
chunk_0167.wav|isso é perigoso preciso de ajuda para tirar você daí Espere só um momento amigos rápido preciso da ajuda de vocês|isso é perigoso preciso de ajuda para tirar você daí Espere só um momento amigos rápido preciso da ajuda de vocês
chunk_0168.wav|para salvar uma tartaruguinha em perigo ele está preso em uma sacola plástica e não consigo tirar ela de lá com as minhas garras|para salvar uma tartaruguinha em perigo ele está preso em uma sacola plástica e não consigo tirar ela de lá com as minhas garras
chunk_0169.wav|cortar o plástico depois vocês puxam e eu coloco no lixo onde é o lugar correto para descartar agora está segura amiguinha|cortar o plástico depois vocês puxam e eu coloco no lixo onde é o lugar correto para descartar agora está segura amiguinha
chunk_0170.wav|você pode explorar o mar e se aventurar por aí tenho certeza que as tartarugas passam por várias aventuras Me Lembro uma vez|você pode explorar o mar e se aventurar por aí tenho certeza que as tartarugas passam por várias aventuras Me Lembro uma vez
chunk_0171.wav|ela me disse uma curiosidade incrível sobre vocês vocês sabiam que uma tartaruga marinha pode at|ela me disse uma curiosidade incrível sobre vocês vocês sabiam que uma tartaruga marinha pode at
chunk_0172.wav|2 metros de comprimento e chegar a pesar até 750 kg elas são bem grandes milho amigos|2 metros de comprimento e chegar a pesar até 750 kg elas são bem grandes milho amigos
chunk_0173.wav|Muito obrigado amiguinhos sem vocês eu não iria conseguir salvar a tartaruguinha e agora ela está salvo Graças a nossa ajuda|Muito obrigado amiguinhos sem vocês eu não iria conseguir salvar a tartaruguinha e agora ela está salvo Graças a nossa ajuda
chunk_0174.wav|até mais amiguinha tenho certeza que iremos nos encontrar de novo em algumas aventuras por aí Mili Mili beijos para você foi muito divertido e|até mais amiguinha tenho certeza que iremos nos encontrar de novo em algumas aventuras por aí Mili Mili beijos para você foi muito divertido e
chunk_0175.wav|salvar a nossa amiga tartaruga lembre-se a praia é o lugar de muitos animais e não podemos deixar o lixo aqui|salvar a nossa amiga tartaruga lembre-se a praia é o lugar de muitos animais e não podemos deixar o lixo aqui
chunk_0176.wav|ele pode ser muito perigoso vamos lembrar de sempre jogar o lixo no lugar certo para que nossos amigos que moram aqui possam viver|ele pode ser muito perigoso vamos lembrar de sempre jogar o lixo no lugar certo para que nossos amigos que moram aqui possam viver
chunk_0177.wav|cuidar do meio ambiente é muito importante e já que estamos no mar vamos ouvir a canção da giramille A Canoa Virou|cuidar do meio ambiente é muito importante e já que estamos no mar vamos ouvir a canção da giramille A Canoa Virou
chunk_0178.wav|vamos nessa Mili Mili beijos para você Bom dia amiguinhos Adivinha quem acordou com bocejo que daria|vamos nessa Mili Mili beijos para você Bom dia amiguinhos Adivinha quem acordou com bocejo que daria
chunk_0179.wav|para casa inteira mas hoje não é dia de preguiça não senhor hoje é dia de aventura prepare-se para|para casa inteira mas hoje não é dia de preguiça não senhor hoje é dia de aventura prepare-se para
chunk_0180.wav|superdivertido vou mostrar para vocês o que consigo fazer com os olhos fechados uva quase caí mas|superdivertido vou mostrar para vocês o que consigo fazer com os olhos fechados uva quase caí mas
chunk_0181.wav|Agora é a vez de vocês feche os olhos e tentem adivinhar o que estou segurando na mão era um biscoito você se acertaram|Agora é a vez de vocês feche os olhos e tentem adivinhar o que estou segurando na mão era um biscoito você se acertaram
chunk_0182.wav|agora vamos para o café da manhã porque eu estou com muita fome e aí pessoal como devemos cumprimentar o tromba logo pela manhã|agora vamos para o café da manhã porque eu estou com muita fome e aí pessoal como devemos cumprimentar o tromba logo pela manhã
chunk_0183.wav|bom dia boa tarde ou Boa noite Muito bem é isso aí de manhã devemos dar bom dia|bom dia boa tarde ou Boa noite Muito bem é isso aí de manhã devemos dar bom dia
chunk_0184.wav|Bom dia tromba dormiu bem Que tal começarmos o dia com um café da manhã super especial Bom dia TIM|Bom dia tromba dormiu bem Que tal começarmos o dia com um café da manhã super especial Bom dia TIM
chunk_0185.wav|como o urso hibernação Mas antes preciso te mostrar algo incrível uau panquecas Mágicas|como o urso hibernação Mas antes preciso te mostrar algo incrível uau panquecas Mágicas
chunk_0186.wav|parece que alguém aqui é o verdadeiro chefe de cozinha Hum que delícia Qual é o segredo tromba segredo|parece que alguém aqui é o verdadeiro chefe de cozinha Hum que delícia Qual é o segredo tromba segredo
chunk_0187.wav|mas posso te dar uma dica usei amor alegria e o ingrediente especial uau Agora sim minhas panque|mas posso te dar uma dica usei amor alegria e o ingrediente especial uau Agora sim minhas panque
chunk_0188.wav|ficar ainda mais gostosa agora tenho que ir até a escola Amigo a tira Mile deve estar me esperando até mais e aí pessoal|ficar ainda mais gostosa agora tenho que ir até a escola Amigo a tira Mile deve estar me esperando até mais e aí pessoal
chunk_0189.wav|tô confuso como devemos saudar a giramille bom dia boa tarde ou Boa noite isso mesmo boa tarde|tô confuso como devemos saudar a giramille bom dia boa tarde ou Boa noite isso mesmo boa tarde
chunk_0190.wav|Boa tarde Jamile estou muito feliz em ver você boa tarde tromba Eu também estou muito feliz em te ver|Boa tarde Jamile estou muito feliz em ver você boa tarde tromba Eu também estou muito feliz em te ver
chunk_0191.wav|você é tão educado agora vamos tenho muitas coisas para ensinar a vocês que dia divertido hoje podia aproveitar|você é tão educado agora vamos tenho muitas coisas para ensinar a vocês que dia divertido hoje podia aproveitar
chunk_0192.wav|muito meu dia mas espera e agora o que devemos falar antes de dormir bom dia boa tarde ou|muito meu dia mas espera e agora o que devemos falar antes de dormir bom dia boa tarde ou
chunk_0193.wav|É isso aí Boa noite Parabéns vocês são tão espertos Boa noite pessoal amanhã temos|É isso aí Boa noite Parabéns vocês são tão espertos Boa noite pessoal amanhã temos
chunk_0194.wav|muito mais aventuras durante o dia mas sabe adoro ouvir a musiquinha da giramille brilha brilha estrelinha vamos cantar comigo até|muito mais aventuras durante o dia mas sabe adoro ouvir a musiquinha da giramille brilha brilha estrelinha vamos cantar comigo até
chunk_0195.wav|Obrigada amiguinhos até mais Mili Mili Beijos para vocês Olá minha amigas|Obrigada amiguinhos até mais Mili Mili Beijos para vocês Olá minha amigas
chunk_0196.wav|aqui vai uma mendiga você sabia que para sermos saudáveis o nosso prato tem que ser balanceado contendo|aqui vai uma mendiga você sabia que para sermos saudáveis o nosso prato tem que ser balanceado contendo
chunk_0197.wav|25% de carboidratos 25% de proteínas e 50% de vegetais e legumes|25% de carboidratos 25% de proteínas e 50% de vegetais e legumes
chunk_0198.wav|muito importante evitarmos frituras e gorduras ser saudável e muito legal Bom dia amiguinhos|muito importante evitarmos frituras e gorduras ser saudável e muito legal Bom dia amiguinhos
chunk_0199.wav|Hoje tem algo muito estranho acontecendo estou sentindo dores de cabeça o que isso pode ser bom dia TIM|Hoje tem algo muito estranho acontecendo estou sentindo dores de cabeça o que isso pode ser bom dia TIM
chunk_0200.wav|eu acordei um pouco de dor de cabeça hoje será sim acho que estou com febre mas por que|eu acordei um pouco de dor de cabeça hoje será sim acho que estou com febre mas por que
chunk_0201.wav|sentindo assim dengue mas o que é isso agora estou sentindo Dores em todo o corpo Tim Isso está ficando|sentindo assim dengue mas o que é isso agora estou sentindo Dores em todo o corpo Tim Isso está ficando
chunk_0202.wav|você acha que é dengue mesmo por que eu nunca ouvi falar sobre isso antes Doutor Como podemos evitar que isso não aconteça de|você acha que é dengue mesmo por que eu nunca ouvi falar sobre isso antes Doutor Como podemos evitar que isso não aconteça de
chunk_0203.wav|legal vou contar para toda turminha sobre isso também juntos podemos manter todos em segurança|legal vou contar para toda turminha sobre isso também juntos podemos manter todos em segurança
chunk_0204.wav|Olhem só amiguinhos Hoje estou me sentindo muito melhor quando percebemos os sintomas logo o tratamento|Olhem só amiguinhos Hoje estou me sentindo muito melhor quando percebemos os sintomas logo o tratamento
chunk_0205.wav|bem mais fácil é por isso também que ir ao médico é sempre muito legal e muito importante eles sabem direitinho o que fazer|bem mais fácil é por isso também que ir ao médico é sempre muito legal e muito importante eles sabem direitinho o que fazer
chunk_0206.wav|para a gente ficar bem de novo e não se esqueça para que a dengue acabe devemos manter nossas casas limpas e não deixar água parada|para a gente ficar bem de novo e não se esqueça para que a dengue acabe devemos manter nossas casas limpas e não deixar água parada
chunk_0207.wav|agora estou pronta para ouvir a musiquinha Safari da Jamily Venham comigo milho Amigos até a próxima Mili Mili beijos para você|agora estou pronta para ouvir a musiquinha Safari da Jamily Venham comigo milho Amigos até a próxima Mili Mili beijos para você
chunk_0208.wav|Olá meus amigos viemos passar nossas férias no sítio do pai Francisco aqui tem vários animais e|Olá meus amigos viemos passar nossas férias no sítio do pai Francisco aqui tem vários animais e
chunk_0209.wav|atividades para fazer ao longo do dia você já foi em algum sítio é muito divertido minha tarefa favorita é cuidar dos|atividades para fazer ao longo do dia você já foi em algum sítio é muito divertido minha tarefa favorita é cuidar dos
chunk_0210.wav|bom dia giramile que bom que está de volta vocês também minha amigos aqui no meu sítio vocês poderão plantar|bom dia giramile que bom que está de volta vocês também minha amigos aqui no meu sítio vocês poderão plantar
chunk_0211.wav|colher cuidar dos animais e fazer várias delícias que só a roça tem é isso aí gostamos muito do seu sítio|colher cuidar dos animais e fazer várias delícias que só a roça tem é isso aí gostamos muito do seu sítio
chunk_0212.wav|a que posso fazer o que eu mais gosto que é praticar vários esportes e você amiguinho O que você mais gosta de fazer ao|a que posso fazer o que eu mais gosto que é praticar vários esportes e você amiguinho O que você mais gosta de fazer ao
chunk_0213.wav|é verdade isso é muito divertido tira mini Tai Tim venham agora vamos|é verdade isso é muito divertido tira mini Tai Tim venham agora vamos
chunk_0214.wav|para os animais vai ser muito divertido assim posso mostrar para os melhores amigos de casa Quais são os animais da fazenda|para os animais vai ser muito divertido assim posso mostrar para os melhores amigos de casa Quais são os animais da fazenda
chunk_0215.wav|nessa e cavalos lindos mas parece que eles estão com fome Eles parecem com o TIM vocês não acham|nessa e cavalos lindos mas parece que eles estão com fome Eles parecem com o TIM vocês não acham
chunk_0216.wav|É verdade chuva ele se parece com o Tim agora vamos alimentá-los mas espera você sabe|É verdade chuva ele se parece com o Tim agora vamos alimentá-los mas espera você sabe
chunk_0217.wav|o que os cavalos se alimentam eles são herbívoros Isso significa que ele se alimentam de vegetais frutas|o que os cavalos se alimentam eles são herbívoros Isso significa que ele se alimentam de vegetais frutas
chunk_0218.wav|inferno eles adoram cenouras isso mesmo esse é o pipo ele gosta muito de verduras principalmente|inferno eles adoram cenouras isso mesmo esse é o pipo ele gosta muito de verduras principalmente
chunk_0219.wav|cenouras Toy Experimente dar uma cenoura a ele tenho certeza que ele vai adorar Claro eu adoro|cenouras Toy Experimente dar uma cenoura a ele tenho certeza que ele vai adorar Claro eu adoro
chunk_0220.wav|Vai ser um prazer alimentar o pipo tome essa cenoura milho amigo pipo espero que goste|Vai ser um prazer alimentar o pipo tome essa cenoura milho amigo pipo espero que goste
chunk_0221.wav|agora temos que alimentar as galinhas elas devem estar ansiosas à sua espera Essas são as estrelas do sítio|agora temos que alimentar as galinhas elas devem estar ansiosas à sua espera Essas são as estrelas do sítio
chunk_0222.wav|elas me dão ovinhos super gostosos e saborosos com eles eu faço diversas receitas como bolos tortas|elas me dão ovinhos super gostosos e saborosos com eles eu faço diversas receitas como bolos tortas
chunk_0223.wav|uma verdadeira Maravilha e vocês de casa sabem a comida favorita das Galinhas é uma delícia|uma verdadeira Maravilha e vocês de casa sabem a comida favorita das Galinhas é uma delícia
chunk_0224.wav|isso mesmo elas adoram comer milho elas também gostam de comer algumas frutas verduras|isso mesmo elas adoram comer milho elas também gostam de comer algumas frutas verduras
chunk_0225.wav|e também gostam de comer algumas minhocas tenho certeza que agora elas estão felizes e alimentadas|e também gostam de comer algumas minhocas tenho certeza que agora elas estão felizes e alimentadas
chunk_0226.wav|aqui no sítio elas são como despertadores todo dia bem cedinho o seu Galo Canta avisando para todos os animais que é hora|aqui no sítio elas são como despertadores todo dia bem cedinho o seu Galo Canta avisando para todos os animais que é hora
chunk_0227.wav|vamos temos um último animal para alimentar a senhora vaquinha está nos esperando ela produz leite para|vamos temos um último animal para alimentar a senhora vaquinha está nos esperando ela produz leite para
chunk_0228.wav|sítio na hora do café da manhã e com esse leite também conseguimos fazer Queijos requeijão e alguns doces é muito gostoso|sítio na hora do café da manhã e com esse leite também conseguimos fazer Queijos requeijão e alguns doces é muito gostoso
chunk_0229.wav|o lado Duquesa você é tão fofa você não acha ela fofa amiga amigo ela é mesmo e|o lado Duquesa você é tão fofa você não acha ela fofa amiga amigo ela é mesmo e
chunk_0230.wav|sabe do que ela mais gosta de comer para produzir um leite bem gostoso assim como os cavalos elas também são herbívoras|sabe do que ela mais gosta de comer para produzir um leite bem gostoso assim como os cavalos elas também são herbívoras
chunk_0231.wav|Você lembra o que os herbívoros se alimentam isso mesmo ele se alimentam de vegetais frutas capim|Você lembra o que os herbívoros se alimentam isso mesmo ele se alimentam de vegetais frutas capim
chunk_0232.wav|dessa eu não sabia essas férias estão sendo muito educativas É verdade é Juba além de divertido|dessa eu não sabia essas férias estão sendo muito educativas É verdade é Juba além de divertido
chunk_0233.wav|tem vários aprendizados obrigado minha amigos com ajuda de vocês conseguimos alimentar os animais do sítio agora tenho tempo|tem vários aprendizados obrigado minha amigos com ajuda de vocês conseguimos alimentar os animais do sítio agora tenho tempo
chunk_0234.wav|Abra para tocar o meu violão foi demais muito maneiro eu me diverti muito e você melhor amigo se divertiu também|Abra para tocar o meu violão foi demais muito maneiro eu me diverti muito e você melhor amigo se divertiu também
chunk_0235.wav|a minha parte favorita foi alimentar a vaca Duquesa e a sua é foi realmente muito divertido agora|a minha parte favorita foi alimentar a vaca Duquesa e a sua é foi realmente muito divertido agora
chunk_0236.wav|o que acha de curtirmos a musiquinha do Pai Francisco vai ser ainda mais divertido Mili Mili beijos para você|o que acha de curtirmos a musiquinha do Pai Francisco vai ser ainda mais divertido Mili Mili beijos para você
chunk_0237.wav|olhem aquilo é um pneu velho cheio de água parada amigos precisamos agir vamos formar|olhem aquilo é um pneu velho cheio de água parada amigos precisamos agir vamos formar
chunk_0238.wav|Fiat dengue e conscientizar os outros amiguinhos sobre os perigos da água parada conseguimos O parque está|Fiat dengue e conscientizar os outros amiguinhos sobre os perigos da água parada conseguimos O parque está
chunk_0239.wav|agora juntos podemos proteger nossa cidade faça sua parte também amiguinho e juntos podemos fazer a diferença|agora juntos podemos proteger nossa cidade faça sua parte também amiguinho e juntos podemos fazer a diferença
chunk_0240.wav|me deu tanta vontade de assistir a musiquinha Fada do Dente vamos nessa minha amigos Mili me libertes para você bom dia|me deu tanta vontade de assistir a musiquinha Fada do Dente vamos nessa minha amigos Mili me libertes para você bom dia
chunk_0241.wav|amigos hoje é um dia perfeito para mais uma aventura vamos descobrir formas e cores juntas Que ótima ideia agir a Mili|amigos hoje é um dia perfeito para mais uma aventura vamos descobrir formas e cores juntas Que ótima ideia agir a Mili
chunk_0242.wav|adoro aprender coisas novas e eu também vamos começar com formas acho que podemos encontrar muitas pelo caminho sim|adoro aprender coisas novas e eu também vamos começar com formas acho que podemos encontrar muitas pelo caminho sim
chunk_0243.wav|certeza vamos lá olhem ali essa pedra é redonda que forma é essa forma Redonda|certeza vamos lá olhem ali essa pedra é redonda que forma é essa forma Redonda
chunk_0244.wav|isso é um círculo isso mesmo Tim um círculo é uma forma Redonda ótimo trabalho Mili amigos e que|isso é um círculo isso mesmo Tim um círculo é uma forma Redonda ótimo trabalho Mili amigos e que
chunk_0245.wav|aquelas flores ali que flores lindas e coloridas as flores tem formas diferentes algumas são redondas|aquelas flores ali que flores lindas e coloridas as flores tem formas diferentes algumas são redondas
chunk_0246.wav|um círculo e outras tem pétalas em formato de triângulo sete Tim flores podem ter muitas formas e cores|um círculo e outras tem pétalas em formato de triângulo sete Tim flores podem ter muitas formas e cores
chunk_0247.wav|E é isso que as torna tão bonitas olhem as folhas dessa árvore que cor elas são verde|E é isso que as torna tão bonitas olhem as folhas dessa árvore que cor elas são verde
chunk_0248.wav|folhas são verdes e essa flor aqui que cor ela é ela é amarela e olha ali tem uma borboleta azul|folhas são verdes e essa flor aqui que cor ela é ela é amarela e olha ali tem uma borboleta azul
chunk_0249.wav|Eu adoro a cor azul e vocês sabiam que zebras como eu tem listras pretas e brancas Sim Tim suas listras|Eu adoro a cor azul e vocês sabiam que zebras como eu tem listras pretas e brancas Sim Tim suas listras
chunk_0250.wav|O Mundo É Tão colorido já sei vamos construir algo juntos eu tenho um bloco vermelho|O Mundo É Tão colorido já sei vamos construir algo juntos eu tenho um bloco vermelho
chunk_0251.wav|em forma de quadrado e vocês eu tenho um bloco amarelo em forma de triângulo Eu tenho um bloco azul em forma de círculo|em forma de quadrado e vocês eu tenho um bloco amarelo em forma de triângulo Eu tenho um bloco azul em forma de círculo
chunk_0252.wav|vamos ver o que podemos construir o link construímos aprendemos sobre formas e cores enquanto não tivermos isso foi muito divertido|vamos ver o que podemos construir o link construímos aprendemos sobre formas e cores enquanto não tivermos isso foi muito divertido
chunk_0253.wav|aprender com os amigos é sempre melhor vamos continuar sempre explorando e aprendendo juntos sim|aprender com os amigos é sempre melhor vamos continuar sempre explorando e aprendendo juntos sim
chunk_0254.wav|Com certeza agora vamos ouvir a musiquinha ABC até a próxima Aventura Mili Mili beijos|Com certeza agora vamos ouvir a musiquinha ABC até a próxima Aventura Mili Mili beijos
chunk_0255.wav|família amigos hoje vamos fazer algo super especial e nutritivo preparei uma surpresa que vai nos levar para uma aventura|família amigos hoje vamos fazer algo super especial e nutritivo preparei uma surpresa que vai nos levar para uma aventura
chunk_0256.wav|ansiosa gira Mili eu não quero isso essas verduras Elas são tão|ansiosa gira Mili eu não quero isso essas verduras Elas são tão
chunk_0257.wav|diferentes mas Nina os legumes são cheios de segredos e poderes eles nos ajudam a ficar fortes e saudáveis|diferentes mas Nina os legumes são cheios de segredos e poderes eles nos ajudam a ficar fortes e saudáveis
chunk_0258.wav|você vai ver só é verdade Nina e hoje vamos ter uma surpresa mágica que vai mudar o jeito que você vê esses legumes preparados|você vai ver só é verdade Nina e hoje vamos ter uma surpresa mágica que vai mudar o jeito que você vê esses legumes preparados
chunk_0259.wav|vamos embarcar numa aventura ao Mundo Mágico das comidas saudáveis bem-vindos ao mundo encantado|vamos embarcar numa aventura ao Mundo Mágico das comidas saudáveis bem-vindos ao mundo encantado
chunk_0260.wav|duas comidas saudáveis aqui cada um de nós é um legume fruta ou verdura Olhem só para mim como cenoura|duas comidas saudáveis aqui cada um de nós é um legume fruta ou verdura Olhem só para mim como cenoura
chunk_0261.wav|posso ver no escuro e tenho muita vitamina A para manter você saudável e eu como beterraba ajuda a manter o sangue forte|posso ver no escuro e tenho muita vitamina A para manter você saudável e eu como beterraba ajuda a manter o sangue forte
chunk_0262.wav|comemos para ter energia para brincar sem parar isso é estranho mas também divertido acho que|comemos para ter energia para brincar sem parar isso é estranho mas também divertido acho que
chunk_0263.wav|gostei de ser um tomate e não esqueçam de nós as frutas somos doces suculentas e cheias de vitaminas|gostei de ser um tomate e não esqueçam de nós as frutas somos doces suculentas e cheias de vitaminas
chunk_0264.wav|fazemos qualquer refeição uma festa de sabores e cores vocês vem comigo cada um de nós tem uma história especial|fazemos qualquer refeição uma festa de sabores e cores vocês vem comigo cada um de nós tem uma história especial
chunk_0265.wav|explorar novos alimentos é como descobrir novos mundos cheio de cores e aventuras acho que eu nunca pensei em comida dessa forma|explorar novos alimentos é como descobrir novos mundos cheio de cores e aventuras acho que eu nunca pensei em comida dessa forma
chunk_0266.wav|talvez eu possa tentar comer um pouco quando voltarmos isso mesmo Nina assim você vai crescer e ficar tortinha além de ficar|talvez eu possa tentar comer um pouco quando voltarmos isso mesmo Nina assim você vai crescer e ficar tortinha além de ficar
chunk_0267.wav|muito saudável e quando comemos verduras e legumes variados ficamos fortes e pronto para qualquer desafio que venha pela frente|muito saudável e quando comemos verduras e legumes variados ficamos fortes e pronto para qualquer desafio que venha pela frente
chunk_0268.wav|agora Que tal uma corrida até aquele morro de brócolis ali Aposto que eu chego primeiro e Então que tal|agora Que tal uma corrida até aquele morro de brócolis ali Aposto que eu chego primeiro e Então que tal
chunk_0269.wav|experimentamos um pouco dessa aventura na nossa comida de hoje bem acho que se eu pudesse ser forte como Juba energético como tromba|experimentamos um pouco dessa aventura na nossa comida de hoje bem acho que se eu pudesse ser forte como Juba energético como tromba
chunk_0270.wav|aperta Como a giramille eu deveria dar uma chance para esses legumes isso aí nina uma mordida de cada vez garanto que é delicioso|aperta Como a giramille eu deveria dar uma chance para esses legumes isso aí nina uma mordida de cada vez garanto que é delicioso
chunk_0271.wav|quem sabe talvez você descubra seu novo alimento Favorito hoje e você é melhor amigo está pronto para explorar o mundo de comidas SA|quem sabe talvez você descubra seu novo alimento Favorito hoje e você é melhor amigo está pronto para explorar o mundo de comidas SA
chunk_0272.wav|lembrem-se cada prato é uma aventura e é muito divertido ser saudável e para finalizar com chave de ouro|lembrem-se cada prato é uma aventura e é muito divertido ser saudável e para finalizar com chave de ouro
chunk_0273.wav|ouvir a canção o meu lanchinho é muito divertido para você depois de um longo inverno a floresta|ouvir a canção o meu lanchinho é muito divertido para você depois de um longo inverno a floresta
chunk_0274.wav|toda feliz as árvores começam a se vestir de folhas novinhas e o chão fica todo colorido com flores linda|toda feliz as árvores começam a se vestir de folhas novinhas e o chão fica todo colorido com flores linda
chunk_0275.wav|Olhem só Essas flores cada uma tem uma cor diferente é tão legal é verdade tuco na primavera|Olhem só Essas flores cada uma tem uma cor diferente é tão legal é verdade tuco na primavera
chunk_0276.wav|começa a crescer de novo é comum grande de espetar e a água também fica cheia de vida Olhem só os Peixinhos nadando|começa a crescer de novo é comum grande de espetar e a água também fica cheia de vida Olhem só os Peixinhos nadando
chunk_0277.wav|e os passarinhos voltam para cantar para nós escutem só que alegria vocês sabem porque tudo isso acontece|e os passarinhos voltam para cantar para nós escutem só que alegria vocês sabem porque tudo isso acontece
chunk_0278.wav|a primavera Por quê a primavera acontece porque a terra dá uma voltinha para ficar mais perto do Sol e é|a primavera Por quê a primavera acontece porque a terra dá uma voltinha para ficar mais perto do Sol e é
chunk_0279.wav|luz e calor que fazem tudo ficar tão cheio de vida aqui na floresta incrível né amiguinhos e é por isso que temos|luz e calor que fazem tudo ficar tão cheio de vida aqui na floresta incrível né amiguinhos e é por isso que temos
chunk_0280.wav|borboletas e abelhinhas por aí exatamente tromba elas são muito importantes porque ajudam as plantinhas a crescer espalhando|borboletas e abelhinhas por aí exatamente tromba elas são muito importantes porque ajudam as plantinhas a crescer espalhando
chunk_0281.wav|conforme os dias ficam mais compridos e o sol fica mais quentinho nossos milho e amigos sentem um verão|conforme os dias ficam mais compridos e o sol fica mais quentinho nossos milho e amigos sentem um verão
chunk_0282.wav|Uau que está fazendo bem mais calor agora está perfeito para nadar e Olhem só como o lago|Uau que está fazendo bem mais calor agora está perfeito para nadar e Olhem só como o lago
chunk_0283.wav|convidativo Que tal uma competição de natação antes que tal a gente aprender Por que fica tão quente no verão|convidativo Que tal uma competição de natação antes que tal a gente aprender Por que fica tão quente no verão
chunk_0284.wav|no verão a parte da terra onde moramos Fica de frente para o sol aí a gente percebe mais a luz e o calor|no verão a parte da terra onde moramos Fica de frente para o sol aí a gente percebe mais a luz e o calor
chunk_0285.wav|quer dizer que podemos brincar até tarde e a noite do verão são ótimas para contar historinha embaixo das Estrelas quando verão se|quer dizer que podemos brincar até tarde e a noite do verão são ótimas para contar historinha embaixo das Estrelas quando verão se
